Processo;Código do Cliente;Cliente;Data Bal.;Geração média de caixa;Último Balanço > 1460 dias;ROB para data base;Soma 3 últimos Lucros Líquidos ;Patrimônio Líquido - Última DF;Risco;Dívida Líquida / Ebitda;Dívida / ROB;Dívida;Aplicações de Liquidez Imediata;Nível BACEN;Possui Audit.Externa?;Audit. Big 4
301222;194481;VMI SISTEMAS DE SEGURANCA LTDA;42369;15811200,67;Não;64267131;45503278;35399758;B ;0,809632337;0,125293566;542545,3462;1166556;B ;N;NULL
314900;76675;SANKHYA JIVA TECNOLOGIA E INOVACAO LTDA;42369;3406309,993;Não;43658059,47;9760290,09;6409570,42;AA;-0,007532705;0,050890285;1752637,749;2281422,25;AA;N;NULL
315414;243154;PORTO MINEIRO DE GRAOS ARMAZENS GERAIS LTDA;42369;1304300,666;Não;76517470,68;2561363,659;5865465,17;A ;0,755096435;0,065671631;946886,7208;2330406,3;A ;N;NULL
316220;347791;MIB - MINERACAO IBIRITE LTDA;42369;48955936,88;Não;77040316,69;112418304,2;26317086,76;A ;0,508548022;0,167471233;6412678,252;125000,01;A ;N;NULL
316280;289985;CASA MATTOS LTDA;42369;1661348,367;Não;62858053,14;4360515,38;9198441,64;A ;0,602346506;0,046938006;2376248,828;1281387,81;A ;N;NULL
316863;190729;EMPRESA DE TRANSPORTES APOTEOSE LTDA;42369;99609,8533;Não;48105430,11;298829,56;38904488,92;C ;7,823469998;1,016529423;34952467,35;8400038,82;C ;N;NULL
317479;251233;TECHMEDICAL IMPORTACOES E COMERCIO LTDA;42369;7584096,477;Não;34229588,97;22752289,43;-3911780,46;A ;0,90155166;0,475484577;5628659,711;458048,54;A ;N;NULL
317864;412199;MULT MINAS INDUSTRIA E COMERCIO DE FERTILIZAN;42369;3015136,773;Não;31830000;8857319,5;8345460;A ;0,04132164;0,010667295;31697,75;5000;A ;S;N
318192;56268;JARBAS CORREA FILHO & CIA LTDA;42369;2427878,883;Não;82574846;6111500;9452958;A ;0,160806096;0,011340948;883107,3685;126374;A ;N;NULL
318421;408720;BEMISA HOLDING S.A.;42735;-41842666,67;Não;47827000;-132713000;77813000;NULL;-2,490276739;0,355238673;Não possui balanço cadastrado;10331000;NULL;S;
318689;316756;CENTRAL DE ARTIGOS PARA LABORATORIOS LTDA;42369;644937,09;Não;37103489,76;1056245;3473003,73;B ;1,586841095;0,067017294;1064485,92;0;B ;N;NULL
318945;33612;CLIN OFF DO BRASIL S.A.;42369;303284;Não;37375605;572767;1978096;B ;4,627291026;0,24481706;4184081,462;0;B ;S;N
319032;303129;CIALA DA AMAZONIA REFINADORA DE METAIS LTDA;42369;8615653,807;Não;80663622,4;25616712,94;37152862,33;A ;2,347149205;0,397565514;10069461,32;663772,3;A ;N;NULL
320012;261675;SUPREMA SERVICOS INDUSTRIAIS LTDA;42735;9974180,333;Não;53290541;18974142;23521261,95;B ;1,789239827;0,371011547;6797880,701;0;B ;N;NULL
320158;516748;REAL GUINDASTES E EQUIPAMENTOS LTDA;42369;32979767,72;Não;72630487,91;42243423,41;108186600;B ;-0,129960935;0,071589459;5188311,115;9118021,2;B ;N;NULL
320453;1420;VIACAO PASSARO VERDE LTDA;42369;-919913,5067;Não;75685185;-2759740,52;27980986;E ;15,52171665;0,473089733;12065322,76;0;E ;N;NULL
320993;739363;CULTURA AGRONEGOCIOS LTDA;42369;1988350;Não;48327609;4790824;2026051,45;B ;-9,488221823;0,254373469;648836,4434;395743;B ;S;N
322145;5415;GECAL INDUSTRIA E COMERCIO DE PRODUTOS MINERA;42369;6286644,05;Não;54991357,98;12869940,87;24404680,35;A ;1,584871954;0,302021743;10045144,22;0;A ;N;NULL
322471;41000;RESMA COMERCIO DE PAPEIS LTDA;42735;83618,2467;Não;31409498,68;57292,63;1728847,12;C ;4,771650162;0,108796106;1297080,911;49329,74;C ;N;NULL
322741;241168;IMBALLAGGIO LTDA;42735;1117832,437;Não;43980658,96;1531002,79;3622238,93;B ;1,983266893;0,089914624;2781205,129;0;B ;N;NULL
322763;245463;FORNAC FUNDICAO DE ACOS ESPECIAIS LIMITADA;42735;2101216,553;Não;67479759,16;2585212,95;11389439,22;B ;1,225654007;0,112114148;2120428,33;0;B ;N;NULL
323156;624394;TRANSPORTES NIQUINI LTDA;42735;1772449,737;Não;40930528,6;-609498,66;7291606,24;C ;1,50542028;0,09732522;2789039,653;0;C ;N;NULL
323177;269512;SUPERMERCADO PILAR LTDA;42369;2098643,76;Não;58630543,43;6354220,33;11042801,64;AA;-0,251487631;0;Não possui balanço cadastrado;1006723,06;AA;N;NULL
323447;410733;TRANSREFER TRANSPORTE E LOGISTICA LTDA;42735;2341522,48;Não;37678863,43;2397544,5;552135,67;B ;2,612556232;0,281975711;9451098,046;45,31;B ;N;NULL
323689;507860;CAFE BRASIL IND. COM. .EXPORT. LTDA;42735;6625319,32;Não;50286722,03;16822018,92;1729009,24;B ;2,475855658;0,646774665;11418712,72;2079538,96;B ;N;NULL
324017;319764;CASA CRUZEIRO VEICULOS LTDA;42735;286329,33;Não;39285032,62;479465,98;3119195,53;E ;6,375256012;0,356419254;1049154,991;0;E ;N;NULL
324020;404549;SEVIMOL INDUSTRIA E COMERCIO DE FERRO E ACO L;42735;1573982,183;Não;59175986,52;4036469,68;11187602,18;C ;0,772775241;0,033673306;127663,4293;155,6;C ;N;NULL
324055;313;LABTEST DIAGNOSTICA S/A;42735;2873666,667;Não;70529000;-2898000;26317000;C ;2,754979602;0,359341547;7389734,17;2384000;C ;S;S
324189;378603;INDEPE - INHAPIM DERIVADOS DE PETROLEO LTDA;42735;2311256,63;Não;44537683,87;5399110,65;3885742,94;C ;2,129232947;0,150429224;2203370,32;0;C ;N;NULL
324486;420993;TERRABEL EMPREENDIMENTOS LTDA;42735;19418497,47;Não;54231963,1;28674344,46;46971293,36;D ;1,416759065;0,810057789;38373739,47;369392,06;D ;N;NULL
324806;437829;MARCA AGRO MERCANTIL LTDA;42735;1840094,863;Não;75336485,96;4657480,84;5811030,98;B ;4,584551239;0,218210344;621771,6059;0;B ;N;NULL
325171;404549;SEVIMOL INDUSTRIA E COMERCIO DE FERRO E ACO L;42735;1573982,183;Não;59175986,52;4036469,68;11187602,18;C ;0,772775241;0,033673306;127663,4293;155,6;C ;N;NULL
325172;215836;LATICINIOS CRUZILIENSE LTDA;42735;1139699,39;Não;46635391;1650189,72;1011109;B ;1,749695552;0,165166432;650684,8083;0;B ;N;NULL
325665;194550;LABORATORIO GLOBO LTDA;42735;6428401,567;Não;66794604,57;9613574,46;62211340,66;C ;1,032715485;0,079266778;4842700,884;220555,7;C ;N;NULL
326057;34222;COOPERATIVA AGROPECUARIA VALE DO RIO VERDE;42735;1005447,58;Não;46170489,32;910125,9;3311375,59;C ;3,811262567;0,196940846;2422185,721;1687513,74;C ;S;N
326075;440925;CERTO DISTRIBUICAO LTDA;42735;1636052,497;Não;62198266,13;4158551,56;1965538,35;B ;4,926014289;0,040949169;1101805,687;137000;B ;N;NULL
326109;313;LABTEST DIAGNOSTICA S/A;42735;2873666,667;Não;70529000;-2898000;26317000;C ;2,754979602;0,359341547;7389734,17;2384000;C ;S;S
326155;331531;LC INDUSTRIA ELETRONICA LTDA;42735;2695951,2;Não;43775920,13;8087853,6;11637299,06;C ;2,588775072;0,1475494;2503521,612;0;C ;N;NULL
326258;464561;LATARINI & PERES LTDA;42735;1478566,867;Não;56500319,49;540663,7;5571306,63;C ;0,929946639;0,114550966;2192032,646;381071,35;C ;N;NULL
326618;131306;PROQUALIT TELECOM LTDA.;42735;-13527,6667;Não;84634984;-2083454;9959624,49;C ;2,255362582;0,185135151;2375152,749;0;C ;N;NULL
326740;522384;SEMEP LOGISTICA E CONSTRUCAO LTDA;42735;5316102,91;Não;52432941,07;9395255,86;20783891,98;C ;1,751017661;0,160767446;7709050;7110,43;C ;N;NULL
326799;341891;COMERCIO IND. DE MALHAS E CROCHE DAMATA LTDA;42735;2370984,123;Não;36236907,33;5130539,51;8961047,3;D ;1,574593251;0,408066836;8659842,74;1138,39;D ;N;NULL
327356;626552;SIGMA ACO TUBOS E PERFILADOS LTDA;42735;1940433,74;Não;42843537,07;4070300,4;19263972,25;C ;0,654635585;0,063016625;1368741,985;947103,17;C ;N;NULL
327425;329077;COOPERATIVA DOS CAFEICULTORES DO CERRADO DE A;42735;-589000;Não;75811000;-3146000;21440000;C ;268,2783505;0,44244239;5016779,207;7519000;C ;S;N
327529;376006;COOP REG. DOS CAFEIC. VALE DO RIO VERDE LTDA;42735;1954558,307;Não;89582719;4090412,94;19993731;B ;4,774076048;0,389460405;4081260;9977311;B ;N;NULL
327542;352076;COOP MISTA AGROPEC. PARAGUACU LTDA;42735;2644144,907;Não;83110281,42;7125062,04;12591759,66;B ;2,242495203;0,319503069;4471227,5;9223134,92;B ;N;NULL
327558;288297;COOP. PROD. LEITE DE IRAI DE MINAS LTDA;42735;808679,5767;Não;48656940;1963515,39;3546684;C ;1,810343367;0,080996051;385320;1057000;C ;N;NULL
327731;30834;MAQUINE EMPREENDIMENTOS S.A.;42735;1821615,667;Não;43910384;-639680;17884417;B ;0,263103823;0,053633532;2368480;1819824;B ;N;NULL
327835;33055;CLAMPER INDUSTRIA E COMERCIO S/A;42735;4676000;Não;38038000;9593000;8368660;NULL;1,557638857;0,358834324;8312974,04;20000;NULL;S;
328185;238798;BEST PULP BRASIL LTDA.;42735;8245882,797;Não;39027792,82;23505374,1;30034877,88;AA;-0,529540423;0,057738203;1542438,93;6408740,78;AA;N;NULL
328265;170882;TEIXEIRA E CHAVES LTDA;42735;1615211,917;Não;51662842,19;4214237,37;16099505,52;C ;4,14421121;0,201691976;4932451,79;885048,85;C ;N;NULL
328283;423309;PRODUTOS FARMACEUTICOS BORGES LTDA;42735;2158970,517;Não;88661064,22;4061570,77;5967044,76;B ;0,242330611;0,009433453;75700;1966,51;B ;N;NULL
328644;315090;UP BRASIL - POLICARD SYSTEMS E SERVICOS S.A.;42735;9613000;Não;67298000;5094000;21409000;A ;-33,53164557;0,202888645;3871536,921;24250000;A ;S;S
328738;338812;FESTCOLOR ARTIGOS DE FESTAS LTDA.;42735;7521110,647;Não;60787403,31;20659899,1;26717704,05;AA;-0,083301705;0,093954005;4767811,81;6828808,2;AA;N;NULL
329013;131718;JUVENIL SUPERMERCADOS EIRELI;42735;2424367,393;Não;35062483,27;5877569,64;7506437,28;B ;1,348200003;0,224058859;4410758,09;526012,84;B ;N;NULL
329021;295684;VICENTE PEDROSA & IRMAOS LTDA;42735;1830987,407;Não;66689111,46;4678920,85;6041330,92;B ;2,412473557;0,157504133;7684467,596;270451;B ;N;NULL
329303;418532;SDFLC BRASIL INDUSTRIA E COMERCIO LTDA;42735;16105615,53;Não;73761360,39;45870997,65;36014639,8;AA;-0,297557021;0,070527117;5193173,441;9527698,73;AA;N;NULL
329476;695390;CEI ENERGETICA INTEGRADA LTDA;42369;37931000;Não;66564000;104758000;130100000;AA;0,109978379;0,465717204;0;14926000;AA;S;N
330059;2933;PAPI TEXTIL LTDA;42735;912591,8723;Não;47673209,56;1753862,747;6562821,6;A ;3,55660374;0,280501086;4021922,433;0;A ;N;NULL
330304;740069;LATICINIOS SABOR DE MINAS LTDA;42735;939324,24;Não;35367330,07;2817972,72;11255585,24;A ;-0,507712198;0,013990313;421500;1120658,67;A ;N;NULL
330308;282761;ENSEL ENGENHARIA E SERVICOS ESPECIAIS LTDA;42735;947534,3433;Não;35017714,28;1804674,68;2904879,89;C ;1,735737915;0,186000718;3055140;1840348,49;C ;N;NULL
331012;31842;EMALTO INDUSTRIA MECANICA LTDA;42735;6209311,073;Não;39672530;12927877,22;63349896;A ;-3,787093019;0,447719543;13644220;28725006;A ;S;N
331530;563;COMPANHIA FABRIL MASCARENHAS;42735;1741666,667;Não;63806000;2469000;13737000;A ;1,823517256;0,138294204;5153167,81;0;A ;N;NULL
331808;112241;QUEIROZ E CASTRO LTDA;42735;398353,7;Não;64582092,4;134563,35;2517543,19;D ;1,587434681;0,042904928;492640;0;D ;N;NULL
332338;30359;MODULO EMBALAGENS INDUSTRIA E COMERCIO LTDA;42735;616886,4967;Não;38130846,49;-112662,51;4141853,97;A ;1,21575095;0,068561317;1234703,2;0;A ;N;NULL
332743;247426;DETRONIC DESMONTES E TERRAPLENAGEM S/A;42735;7735325,023;Não;62837915,29;1278633,64;19880529,46;C ;1,734349037;0,269367258;14214090,61;2121,94;C ;N;NULL
332799;405761;CONENGE MANUTENCAO E MONTAGEM INDUSTRIAL LTDA;42735;5044855,23;Não;81473613,37;10642269,92;669740,26;C ;1,420977497;0,140117238;683729,09;99459,62;C ;N;NULL
332994;33521;CAMPO BOM IND. COM. IMP. EXP. LTDA;42735;1676870,963;Não;54219167,5;4945257,6;4401718,14;A ;0,861918876;0,105370854;4893648,45;1845329,72;A ;N;NULL
333100;269512;SUPERMERCADO PILAR LTDA;42735;2317336,93;Não;65157811,99;10943057,77;12581311,06;AA;0,110040112;0,006496094;317001,5031;0;AA;N;NULL
333177;6993;EMPRESA UNIDA MANSUR & FILHOS LTDA;42735;6835944,247;Não;51388244,36;1532639,93;10358183,34;C ;1,633457061;0,213328167;9735430;653304,84;C ;N;NULL
333519;162707;EMPAC EMPRESA DE ARTEFATOS DE CONCRETO LTDA;42735;1719805,09;Não;46163841,24;3558913,53;2251505,1;A ;-78,05447862;0,052244341;286690;8058685,84;A ;N;NULL
333581;69749;SP QUEIROZ COMERCIO E INDUSTRIA LTDA;42735;1370921,063;Não;53292835,98;1305383,42;-5215952,11;B ;2,689229778;0,2270763;4731873,93;202517,21;B ;N;NULL
334298;183753;COOPERATIVA DE LATICINIOS VALE DO MUCURI LTDA;42735;490661,9467;Não;70696728,21;1471985,84;12011533,12;B ;1,482788638;0,058538482;3246526,167;1201051,43;B ;N;NULL
334422;473661;SIER MOVEIS LTDA;42735;1602881,513;Não;70965425,2;1220504,54;20816624,03;B ;-0,337296704;0,025410857;1622529,101;2840006,63;B ;N;NULL
334477;30791;LIMPEBRAS ENGENHARIA AMBIENTAL LTDA;42735;2709550,25;Não;86012264,53;10091531,03;23556287,59;B ;3,974347459;0,10676489;3284590;0;B ;N;NULL
334531;412199;MULT MINAS INDUSTRIA E COMERCIO DE FERTILIZAN;42735;7087429,177;Não;52099000;20611544,61;14763880;AA;-0,010767616;0,00975297;31697,1597;662000;AA;S;N
334918;342459;EMIVE PATRULHA 24 HORAS LTDA;42735;18171353,28;Não;58576955,66;53226166,2;34385631,16;A ;1,04677258;0,403046864;2141355,33;526929,23;A ;N;NULL
335838;391189;FORTUCE & FORTUCE LTDA;42735;4133813,8;Não;41137318,12;3107552,34;1282437,36;C ;2,102379132;0,185309347;5390869,661;376447,54;C ;N;NULL
335839;54652;SUPERMERCADO DALILA LTDA.;42735;813368,31;Não;32181783,88;2089762,08;2912597,18;B ;0,804260129;0,053284181;441900;0;B ;N;NULL
336090;705449;BARATAO DA CONSTRUCAO LTDA;42735;1890968,03;Não;37810475,54;3408852,21;7994798,81;B ;0,506034503;0,103837361;692630;0;B ;N;NULL
336487;669105;SOMA ALIMENTOS DO BRASIL EIRELI;42735;136371,79;Não;45519459,92;409115,37;-105433,68;C ;2,290543428;0,029781329;377755,85;0;C ;N;NULL
336553;548196;PALIMONTES COMERCIO E SERVICOS LTDA;42735;2471259,52;Não;42457338,22;7413778,56;15971464,57;C ;5,249965141;0,248236476;84320;0;C ;N;NULL
336656;183801;LATICINIOS VITORIA LTDA;42735;2378031,217;Não;46368231,49;6625850,14;16434827,3;AA;-0,758863369;0,032098296;756200;4718481,38;AA;N;NULL
336773;54809;SQUADRA TECNOLOGIA S/A;42735;4678890,667;Não;39870170;13233888;23715093;A ;-0,146129603;0,120104981;4663950;5598432;A ;S;N
336845;1379;INCOMFRAL INDUSTRIA E COMERCIO DE FRALDAS LTD;42735;3693906,63;Não;59994999,03;5570865,83;22082038,51;A ;-1,819628848;0,000943912;53400;5757340,87;A ;N;NULL
336846;368573;HYDRAPAR AUTOMACAO INDL LTDA;42735;5115041,513;Não;45173696,12;14311910,31;13065764,19;B ;0,255589549;0,050540937;235421,3861;19671,34;B ;N;NULL
336869;806384;UNIMED SUDOESTE DE MINAS COOP. TRAB. MEDICO;42735;813859,3333;Não;34480373;2802909;8643105;B ;-5,452938606;0,004126579;40920;4197282;B ;S;N
336950;809380;MENEGUELI & GARCIA COM. EXP. DE CAFE LTDA;42735;1432343,797;Não;71379169,95;4274992,65;4405161,76;C ;6,171116504;0,202658983;0;17373,09;C ;N;NULL
337228;382224;FACIROLLI COMERCIO E REPRESENTACOES LTDA;42735;699763,1933;Não;78492600,36;1648684,33;1608937,49;C ;9,154764579;0,181512651;277290;1580985,55;C ;N;NULL
337495;804177;VIVA DISTRIBUIDORA DE ALIMENTOS EIRELI;42735;1004783,413;Não;43817472,82;3004140;2365959,12;B ;-2,440805821;0,000456439;Não possui balanço cadastrado;1190174,08;B ;N;NULL
337924;130738;LM - CAME INDUSTRIA E COMERCIO LTDA;42735;3510570,333;Não;53778641;10531711;11784896,15;A ;0,643781658;0,052537047;933300;0;A ;N;NULL
338198;403670;LUFIR COMERCIO E REPRESENTACAO LTDA;42735;357803,0933;Não;83453221,94;50522,58;6588816,97;B ;-13,17627174;0,075743369;4913330;0;B ;N;NULL
338239;635815;HOSPITAL ALBERT SABIN LTDA;42735;2232682,637;Não;75435049;803449,51;16371834;AA;0,444882205;0,159804894;2899660;7340405;AA;N;NULL
338564;253894;TDI MAQUINAS AGRICOLAS INDUSTRIA E COMERCIO L;42735;9391102,953;Não;32339940,23;28173308,86;48664354,29;AA;-0,389565865;0,02023937;625770;4665158,75;AA;N;NULL
338727;435892;CULTURA PRODUTOS AGRICOLAS LTDA;42735;862843,9733;Não;50650400,12;2349989,46;765375;B ;4,385656354;0,283108063;2018670,41;154562,63;B ;N;NULL
338918;239597;DOSANKO FRUTAS TROPICAIS LTDA;42735;1045605,473;Não;44858900,65;3136816,42;22595742,49;A ;0,868640847;0,13600467;3283790;1600322,99;A ;N;NULL
339005;342270;ALFAGOMMA DO BRASIL LTDA;43100;-12408000;Não;62243000;-41397000;-55078000;D ;-34,73105656;0,548190158;7609735,85;1578000;D ;S;S
339102;594979;MINAS DISTRIBUIDORA DE BEBIDAS LTDA;42735;161412,3233;Não;48778061,55;484236,97;954833,57;AA;0,071720921;0,015369564;35670;715676,06;AA;N;NULL
339658;739363;CULTURA AGRONEGOCIOS LTDA;42735;1263392;Não;53829754;2408297;1462662;B ;7,728906251;0,265731966;255138,2606;1939443;B ;S;N
339680;694696;DISTRIBUIDORA DE CARNES GRANDMINAS LTDA;42735;1097599,253;Não;44325544,14;3292797,76;2907223,76;B ;0,403655289;0,011864491;308920;0;B ;N;NULL
339990;254356;HOSPITAL SANTA GENOVEVA LTDA;42735;4973071,737;Não;86051217,16;7062184,85;36128385;C ;1,670894762;0,174958013;12757124,22;3784309;C ;S;N
340060;298221;COMERCIAL DE ALIMENTOS FIGUEIREDO E NEVES LTD;42735;417221,4033;Não;34250263,8;827074,19;1611956,24;A ;1,494434551;0,035964103;1222810;642794,77;A ;N;NULL
340517;284405;INDUSTRIA DE MILHO ANCHIETA S/A;42735;1361125,57;Não;64837976;2337297,1;9200061;A ;0,722378771;0,038118401;2471520;0;A ;N;NULL
340690;568843;JC RACOES E INSUMOS SIDERURGICOS LTDA;42735;5556579,71;Não;40195186,26;16669739,13;13859688,14;B ;0,148270378;0,05751833;1573240;477667,08;B ;N;NULL
340978;1334;DECORALITA INDUSTRIA E COMERCIO S/A;42735;-916402,27;Não;35909791;-3183432,9;-298371;C ;8,845585884;0,16097114;1413540,11;0;C ;N;NULL
341160;381556;COOP AGROP IND CONS DE PARAOPEBA LTDA;42735;535192,0833;Não;54512401,33;1523530,68;6765747,81;B ;3,242012477;0,054816334;392450;0;B ;N;NULL
341701;421384;BEL MICRO COMPUTADORES LTDA;42735;829873,4267;Não;67993540,66;2489620,28;1740513,91;B ;0,465628551;0,047663746;1196317,34;1450744,82;B ;N;NULL
341726;317344;NW ADMINISTRADORA LTDA;42735;1907917,92;Não;50512760,92;5030066,43;807030,18;C ;1,313870913;0,028529558;112680;245238,2;C ;N;NULL
341954;220554;TATE LYLE GEMACOM TECH INDUSTRIA E COMERCIO S;42735;689000;Não;79973000;-1927000;4296000;C ;-74,24495677;0,342353044;5181509,07;1616000;C ;S;S
342132;469786;DISTRIPACK DISTRIBUIDORA DE EMBALAGENS LTDA;42735;305449,6867;Não;43153817,71;82177,87;705986,98;C ;4,777548254;0,207497316;786549,71;53053,55;C ;N;NULL
342395;9336;MAXCOR INDUSTRIA DE ETIQUETAS LTDA;42735;7477448,06;Não;38359220,76;22432344,18;19795243,9;C ;0,545313602;0,144364768;2772590;20836,94;C ;N;NULL
342505;315600;FABRICA MINEIRA DE ELETRODOS E SOLDAS DENVER;42735;361854;Não;51773322;-506104;5503099,53;C ;4,530475231;0,132266082;4670528,904;32946;C ;N;NULL
342603;340279;NOVO METROPOLITANO S/A;42735;8766666,667;Não;85999000;26230000;38714000;B ;4,868156126;1,870986872;125521493,1;15350000;B ;S;S
343179;140284;CASA DE CARIDADE DE CARANGOLA;42735;1330491;Não;48257109;318506;9816022;C ;1,353861095;0,128666203;43070;3235494;C ;S;N
343183;186855;LAGOS INDUSTRIA QUIMICA LTDA;42735;10401944,64;Não;65452076,26;20906368,07;24229412,03;A ;-0,00807441;0,025690111;130530;1793952,54;A ;N;NULL
343193;310885;SOLVI PARTICIPAÇÕES S/A.;42735;130337666,7;Não;88082000;583555000;NULL;AA;118,4824553;#VALOR!;109193,4052;28617000;AA;S;S
343266;74162;IND MECANICA IRMAOS CORGOZINHO LTDA;42735;5309723,537;Não;33446010,96;7171640,92;19476428,23;B ;2,643994547;0,460641291;10022822,02;0;B ;N;NULL
